-5.0 -4.7 
24.0 22.7 
42.0 39.7 
-1.0 -0.9 
-45.0 -42.6 
35.0 33.1 
6.4 6.0 
13.8 13.1 
12.0 11.3 
12.4 11.7 
16.0 15.1 
13.1 12.4 
12.2 11.5 
14.5 13.7 
19.5 18.5 
14.4 13.6 
18.6 17.6 
18.5 17.5 
5.5 5.2 
7.4 7.0 
8.1 7.7 
7.4 7.0 
8.0 7.6 
10.7 10.1 
6.2 5.8 
6.3 5.9 
10.6 10.1 
7.6 7.2 
6.6 6.3 
6.9 6.5 
3.2 3.0 
3.2 3.0 
4.5 4.2 
2.6 2.5 
2.0 1.9 
5.2 4.9 
12.9 12.2 
10.7 10.1 
11.2 10.6 
13.0 12.3 
23.5 22.3 
20.2 19.1 
17.0 16.1 
21.5 20.4 
22.1 20.9 
20.4 19.3 
23.1 21.8 
13.6 12.9 
9.9 9.4 
6.5 6.2 
12.5 11.9 
2.4 2.2 
9.5 8.9 
14.1 13.3 
6.3 5.9 
6.6 6.3 
4.3 4.0 
3.1 2.9 
3.9 3.7 
5.1 4.8 
7.5 7.1 
1.2 1.1 
0.6 0.6 
2.3 2.1 
0.1 0.1 
5.5 5.2 
4.7 4.5 
6.9 6.5 
3.7 3.5 
7.9 7.5 
6.5 6.2 
4.9 4.6 
6.0 5.7 
17.2 16.3 
11.6 11.0 
11.2 10.6 
5.8 5.5 
11.5 10.9 
9.6 9.1 
10.3 9.7 
5.7 5.4 
4.5 4.3 
7.9 7.5 
3.2 3.0 
-1.8 -1.7 
-9.6 -9.1 
-4.7 -4.5 
-0.8 -0.8 
-3.3 -3.1 
-2.7 -2.6 
-0.5 -0.4 
0.1 0.1 
1.4 1.3 
0.5 0.4 
8.5 8.0 
8.3 7.8 
10.7 10.1 
6.8 6.4 
6.7 6.4 
4.0 3.8 
0.2 0.2 
0.3 0.3 
-3.4 -3.2 
2.2 2.1 
2.6 2.5 
2.5 2.4 
1.7 1.6 
13.0 12.3 
12.1 11.4 
15.6 14.8 
17.7 16.8 
22.8 21.6 
16.8 15.9 
27.9 26.4 
25.0 23.6 
25.2 23.8 
26.5 25.0 
20.4 19.3 
19.5 18.5 
18.7 17.7 
14.6 13.8 
11.7 11.1 
13.7 13.0 
19.4 18.3 
13.5 12.7 
10.8 10.2 
12.1 11.4 
8.2 7.7 
12.2 11.5 
8.2 7.7 
5.6 5.3 
10.5 10.0 
14.9 14.1 
13.5 12.7 
17.3 16.3 
15.9 15.0 
17.8 16.9 
20.5 19.4 
17.8 16.9 
17.2 16.3 
15.4 14.5 
19.0 18.0 
15.8 15.0 
15.8 15.0 
14.5 13.8 
7.1 6.7 
12.2 11.5 
13.8 13.1 
9.9 9.4 
13.4 12.6 
12.5 11.9 
13.7 13.0 
14.8 14.0 
13.1 12.4 
8.5 8.1 
7.7 7.3 
9.9 9.4 
3.4 3.2 
3.5 3.3 
1.5 1.4 
-0.1 -0.1 
-1.7 -1.6 
-1.5 -1.5 
-0.3 -0.3 
9.7 9.2 
12.5 11.9 
13.6 12.9 
15.2 14.4 
18.0 17.0 
